Tenure,TotalCashback,Complain,WarehouseToHome,DaySinceLastOrder,NumberOfAddress,SatisfactionScore,PreferedOrderCat_Mobile,CouponUsed,CityTier
10.0,196.02,1,8.0,0.0,5,3,0,0.0,3
13.0,143.27,0,8.0,0.0,6,4,0,1.0,3
7.0,722.2,0,25.0,10.0,5,4,0,3.0,1
10.0,435.56,1,10.0,3.0,5,4,0,1.0,3
20.0,954.8399999999999,1,9.0,3.0,9,1,0,3.0,1
9.0,173.14,0,16.0,7.0,6,4,0,1.0,3
26.0,312.98,0,18.0,5.0,10,3,0,2.0,1
10.0,657.88,0,6.0,3.0,7,4,0,4.0,1
29.0,583.18,1,9.0,3.0,4,1,0,1.0,1
16.0,450.45000000000005,1,9.0,3.0,7,2,1,1.0,1
8.0,2038.8,1,31.0,1.0,2,3,0,0.0,1
9.0,122.96000000000001,0,27.0,0.0,1,5,1,0.0,1
13.0,328.99,0,9.0,9.0,2,3,0,7.0,1
11.0,177.56,1,8.0,2.0,4,3,0,0.0,1
0.0,148.98,0,6.0,2.0,1,3,0,1.0,1
19.0,904.6500000000001,0,16.0,13.0,3,3,0,1.0,3
7.0,296.18,0,12.0,10.0,2,3,0,0.0,1
0.0,127.74000000000001,0,24.0,2.0,1,3,1,0.0,1
15.0,345.32,1,19.0,1.0,5,2,1,2.0,1
4.0,1354.8500000000001,0,10.0,7.0,2,4,0,7.0,3
11.0,126.84,0,16.0,2.0,1,3,1,0.0,1
10.0,1129.8,0,16.0,3.0,6,1,0,5.0,3
1.0,299.02,0,15.0,2.0,3,5,1,2.0,1
9.0,120.41999999999999,1,8.0,2.0,7,5,1,1.0,1
1.0,162.0,1,13.0,3.0,3,1,1,1.0,1
3.0,196.67,0,16.0,2.0,10,3,0,0.0,1
22.0,174.03,0,14.0,7.0,5,4,0,0.0,1
21.0,362.4,0,8.0,2.0,4,4,0,2.0,3
10.0,323.84,0,10.0,8.0,3,4,1,2.0,1
13.0,417.1,0,10.0,11.0,8,2,0,2.0,3
2.0,348.16,0,12.0,3.0,3,1,0,1.0,3
18.0,164.34,0,13.0,2.0,5,3,0,0.0,1
9.0,120.75,0,15.0,3.0,4,1,1,1.0,1
0.0,128.36,0,6.0,0.0,2,4,1,0.0,1
1.0,450.68999999999994,0,9.0,2.0,2,1,1,3.0,1
23.0,295.17,0,6.0,6.0,4,1,0,1.0,3
25.0,530.52,1,12.0,11.0,3,4,0,1.0,2
0.0,1107.96,1,10.0,4.0,2,2,0,7.0,3
18.0,640.26,1,10.0,2.0,6,2,0,2.0,1
10.0,123.25999999999999,1,14.0,2.0,2,2,1,0.0,1
0.0,252.2,0,14.0,2.0,2,1,1,2.0,3
8.0,146.01,0,24.0,0.0,2,3,0,1.0,3
0.0,139.77,1,8.0,2.0,7,3,1,0.0,1
12.0,491.66999999999996,0,9.0,6.0,10,4,0,3.0,2
1.0,312.04,0,10.0,5.0,2,5,1,1.0,1
9.0,241.77999999999997,0,13.0,2.0,5,2,1,0.0,1
9.0,121.09,0,14.0,2.0,10,4,1,1.0,2
0.0,126.94,0,15.0,0.0,2,4,1,1.0,1
11.0,1293.18,1,13.0,8.0,6,5,0,3.0,1
0.0,128.71,0,21.0,0.0,2,1,1,1.0,1
9.0,188.47,1,15.0,2.0,3,4,0,1.0,1
12.0,1425.68,0,13.0,8.0,4,3,0,3.0,1
15.0,167.81,0,8.0,0.0,4,1,0,1.0,1
11.0,322.58,0,18.0,3.0,6,3,1,1.0,1
23.0,386.08,1,25.0,8.0,3,2,0,1.0,1
16.0,1427.76,1,8.0,8.0,2,1,0,0.0,3
0.0,110.50999999999999,0,11.0,0.0,2,1,1,0.0,1
10.0,146.8,0,16.0,0.0,4,2,1,1.0,1
28.0,605.58,0,10.0,10.0,5,1,0,1.0,1
8.0,1405.04,0,17.0,8.0,3,3,0,3.0,1
20.0,457.36,1,9.0,3.0,6,1,0,1.0,3
27.0,448.5,0,13.0,3.0,4,1,0,3.0,1
27.0,205.02,0,7.0,4.0,8,3,0,0.0,1
21.0,284.8,0,12.0,2.0,3,3,0,0.0,1
28.0,328.99,0,9.0,4.0,11,3,0,1.0,1
30.0,328.99,1,30.0,10.0,6,4,0,12.0,1
0.0,149.99,0,9.0,2.0,1,3,0,0.0,3
11.0,1072.47,0,12.0,7.0,3,3,0,2.0,1
0.0,135.97,0,30.0,2.0,9,4,1,1.0,1
16.0,335.44,0,36.0,1.0,6,1,0,2.0,1
21.0,297.6,1,9.0,1.0,11,2,1,1.0,1
14.0,1776.61,0,16.0,9.0,2,4,0,3.0,3
8.0,2038.8,1,31.0,1.0,2,3,0,2.0,1
14.0,464.01,1,28.0,3.0,4,2,0,0.0,1
12.0,375.22,0,36.0,8.0,5,2,0,1.0,1
9.0,241.77999999999997,0,13.0,2.0,5,1,1,1.0,1
1.0,386.22,0,14.0,8.0,10,5,0,2.0,1
24.0,328.99,1,27.0,14.0,4,3,0,1.0,1
28.0,460.04,0,7.0,3.0,9,3,0,2.0,1
6.0,434.08,0,14.0,3.0,6,2,0,2.0,3
14.0,583.78,0,6.0,10.0,2,3,0,1.0,2
22.0,407.96,0,11.0,9.0,3,1,0,2.0,1
9.0,375.57,0,14.0,9.0,5,3,1,1.0,1
23.0,1144.02,0,27.0,12.0,3,5,0,6.0,1
16.0,126.44999999999999,0,14.0,4.0,2,3,1,1.0,1
1.0,303.58,0,14.0,1.0,3,4,1,1.0,3
6.0,134.52,0,19.0,2.0,4,2,1,1.0,1
1.0,616.06,0,12.0,1.0,8,3,0,1.0,3
1.0,402.78,0,34.0,10.0,3,2,0,2.0,3
3.0,335.24,0,26.0,3.0,6,2,0,1.0,1
26.0,209.33999999999997,1,13.0,3.0,8,2,0,0.0,3
9.0,365.24,0,9.0,8.0,4,1,0,1.0,1
10.0,405.58,0,25.0,10.0,4,2,0,2.0,1
13.0,174.57,1,6.0,2.0,3,2,0,1.0,3
6.0,1322.0,0,36.0,8.0,11,3,1,7.0,1
15.0,718.68,1,29.0,4.0,5,1,0,3.0,1
5.0,381.66,1,17.0,5.0,4,1,0,1.0,3
0.0,609.75,1,9.0,7.0,2,2,0,3.0,3
11.0,294.7,0,7.0,9.0,8,1,0,1.0,1
9.0,125.71000000000001,0,14.0,3.0,5,1,0,0.0,1
4.0,302.26,0,30.0,10.0,3,3,1,1.0,1
4.0,345.58,0,14.0,3.0,9,5,0,2.0,3
12.0,371.54,0,17.0,3.0,5,3,0,1.0,2
30.0,194.39,1,30.0,4.0,4,2,0,1.0,1
5.0,1003.5,0,9.0,3.0,2,5,0,6.0,1
12.0,2501.6200000000003,0,6.0,3.0,2,2,0,0.0,1
23.0,277.5,0,14.0,2.0,8,4,1,1.0,3
14.0,4203.29,0,14.0,9.0,3,4,0,2.0,3
11.0,828.5500000000001,0,15.0,8.0,4,4,0,4.0,2
8.0,148.59,0,6.0,3.0,2,3,0,0.0,3
9.0,122.58000000000001,0,27.0,2.0,8,1,1,1.0,1
0.0,257.5,1,10.0,2.0,2,2,1,0.0,1
10.0,157.31,0,31.0,3.0,8,2,0,0.0,1
11.0,178.61,1,6.0,0.0,5,3,0,0.0,1
16.0,1569.0,0,9.0,15.0,7,3,0,1.0,1
23.0,293.31,1,5.0,0.0,5,3,0,0.0,3
16.0,328.99,0,13.0,8.0,11,5,0,4.0,1
27.0,1401.75,0,9.0,13.0,4,4,0,6.0,3
6.0,766.85,0,36.0,2.0,3,4,1,1.0,1
13.0,755.56,0,10.0,7.0,11,4,0,1.0,2
6.0,163.88,1,14.0,0.0,3,3,0,1.0,1
21.0,438.15000000000003,0,16.0,1.0,6,3,1,2.0,1
0.0,142.94,0,6.0,7.0,2,5,0,1.0,3
17.0,1831.23,1,9.0,9.0,3,1,0,1.0,3
9.0,121.80000000000001,0,14.0,2.0,7,1,1,1.0,2
0.0,139.07,0,35.0,2.0,2,5,1,1.0,1
31.0,303.4,1,10.0,1.0,6,5,1,1.0,1
8.0,2065.49,0,22.0,10.0,9,5,0,3.0,1
0.0,153.26,0,14.0,2.0,7,5,0,0.0,3
4.0,534.03,0,23.0,3.0,10,3,0,2.0,3
6.0,304.36,0,12.0,8.0,4,4,1,2.0,1
10.0,386.3,0,8.0,1.0,8,3,0,2.0,3
21.0,616.0,0,12.0,2.0,6,3,0,1.0,1
9.0,121.68,1,21.0,3.0,1,1,1,1.0,1
5.0,1748.4,0,11.0,3.0,3,4,0,8.0,3
4.0,392.74,0,13.0,2.0,3,5,0,2.0,3
1.0,457.26,0,16.0,3.0,3,3,1,2.0,2
4.0,1515.44,0,13.0,9.0,2,3,0,7.0,1
7.0,336.4,0,32.0,3.0,3,4,0,1.0,1
19.0,293.54,0,31.0,5.0,3,4,1,1.0,2
0.0,125.66,1,14.0,1.0,2,3,1,0.0,1
0.0,127.25,1,29.0,4.0,2,1,1,0.0,1
0.0,126.78999999999999,0,13.0,0.0,2,4,1,1.0,3
12.0,387.86,0,9.0,8.0,5,5,0,1.0,3
10.0,3211.04,0,15.0,3.0,8,3,0,6.0,3
8.0,338.08,0,15.0,3.0,4,3,0,2.0,1
23.0,123.80000000000001,0,14.0,0.0,5,2,1,1.0,1
16.0,135.39,0,8.0,8.0,1,1,1,1.0,2
0.0,127.28,0,15.0,2.0,2,5,1,0.0,3
8.0,301.58,1,21.0,7.0,3,3,1,2.0,3
1.0,345.54,0,18.0,1.0,7,4,0,2.0,1
8.0,301.06,0,23.0,4.0,3,2,1,2.0,1
17.0,688.4399999999999,1,31.0,3.0,8,5,0,1.0,3
18.0,298.72,1,8.0,3.0,8,1,1,2.0,1
3.0,152.94,0,22.0,7.0,4,3,0,1.0,1
13.0,328.99,0,6.0,11.0,2,4,0,5.0,1
3.0,291.24,0,14.0,3.0,5,5,1,1.0,1
0.0,255.2,0,15.0,2.0,2,4,1,1.0,3
1.0,297.96,1,15.0,1.0,3,5,1,1.0,1
9.0,663.44,1,20.0,11.0,1,1,0,2.0,1
2.0,136.46,1,8.0,0.0,3,5,1,0.0,1
12.0,402.5,0,7.0,9.0,2,2,0,2.0,1
0.0,123.77000000000001,0,14.0,0.0,2,3,1,1.0,1
8.0,129.77,0,6.0,1.0,2,1,1,0.0,1
7.0,305.12,0,21.0,7.0,3,4,1,1.0,1
28.0,209.76,0,8.0,3.0,4,4,0,1.0,1
4.0,130.67,0,8.0,2.0,1,3,1,1.0,3
5.0,750.5,0,12.0,7.0,2,3,0,5.0,3
9.0,245.76,0,15.0,1.0,2,2,1,1.0,1
10.0,328.99,0,15.0,6.0,11,5,0,1.0,1
13.0,204.75,1,11.0,12.0,6,5,0,0.0,3
18.0,328.99,1,26.0,10.0,1,1,0,2.0,1
7.0,186.28,0,19.0,1.0,2,3,0,1.0,3
2.0,140.25,1,19.0,3.0,5,4,0,1.0,1
21.0,537.7,0,6.0,1.0,3,1,0,1.0,1
19.0,152.58,0,13.0,0.0,3,3,0,0.0,1
0.0,867.5799999999999,1,14.0,7.0,2,3,1,4.0,1
1.0,1493.76,1,13.0,8.0,6,3,0,7.0,3
23.0,352.6,0,15.0,8.0,3,4,0,1.0,1
29.0,2346.8,0,25.0,8.0,5,4,0,1.0,3
1.0,468.51,0,12.0,3.0,3,1,1,1.0,1
14.0,320.88,0,23.0,1.0,11,3,1,2.0,1
1.0,290.66,0,19.0,1.0,3,5,1,2.0,3
14.0,141.03,0,6.0,7.0,1,5,0,0.0,3
30.0,298.0,0,7.0,8.0,1,3,0,1.0,1
21.0,351.4,0,9.0,5.0,7,1,0,1.0,1
0.0,148.98,0,6.0,2.0,1,3,0,1.0,1
26.0,471.36,0,9.0,3.0,9,1,1,3.0,1
15.0,151.55,0,10.0,5.0,8,5,0,1.0,3
1.0,368.32,1,30.0,2.0,5,3,0,2.0,1
10.0,410.16,0,12.0,3.0,6,5,0,2.0,1
16.0,358.2,1,25.0,3.0,8,5,0,2.0,1
4.0,183.46,0,11.0,2.0,2,3,0,1.0,3
8.0,282.96,0,14.0,9.0,2,3,0,2.0,1
14.0,1355.84,0,19.0,8.0,4,5,0,2.0,1
19.0,303.08,0,17.0,3.0,5,1,1,1.0,1
18.0,1220.87,0,6.0,7.0,2,4,0,6.0,1
10.0,1358.8,0,10.0,8.0,6,4,0,7.0,1
0.0,110.91,0,30.0,0.0,2,5,1,1.0,3
1.0,414.48,1,16.0,4.0,5,5,0,1.0,3
8.0,270.12,1,12.0,2.0,1,3,1,1.0,1
30.0,328.99,1,21.0,2.0,3,3,0,1.0,1
2.0,128.04,0,12.0,0.0,2,4,1,1.0,2
13.0,783.85,0,8.0,10.0,4,4,0,1.0,3
15.0,387.4,0,12.0,3.0,5,4,0,2.0,1
12.0,2977.48,1,16.0,10.0,2,5,0,1.0,1
9.0,499.43999999999994,0,15.0,10.0,3,3,0,3.0,1
12.0,366.22,1,25.0,1.0,5,1,0,1.0,1
28.0,983.0999999999999,1,24.0,7.0,4,4,0,2.0,1
6.0,331.74,0,7.0,3.0,6,5,0,2.0,1
16.0,341.12,0,36.0,3.0,4,3,0,2.0,1
17.0,345.3,0,15.0,1.0,6,4,0,2.0,1
1.0,1167.18,0,6.0,5.0,1,2,0,7.0,1
7.0,192.5,0,35.0,3.0,4,4,0,1.0,3
1.0,3548.16,1,17.0,11.0,3,5,0,2.0,1
18.0,470.84999999999997,1,7.0,3.0,6,1,1,3.0,2
0.0,141.94,1,9.0,3.0,2,5,0,1.0,3
0.0,125.16999999999999,0,14.0,3.0,2,3,1,1.0,1
5.0,1929.8700000000001,0,14.0,3.0,3,3,0,4.0,1
1.0,372.84,1,11.0,4.0,3,4,0,1.0,1
9.0,156.47,0,22.0,2.0,5,5,0,1.0,3
21.0,328.99,0,6.0,2.0,8,5,0,0.0,1
12.0,637.2,1,17.0,3.0,2,3,0,2.0,3
21.0,643.16,0,33.0,1.0,5,3,0,2.0,2
12.0,141.08,0,30.0,7.0,8,1,0,0.0,1
23.0,345.78,0,10.0,3.0,6,5,0,2.0,1
25.0,131.49,0,17.0,4.0,9,3,0,1.0,1
12.0,302.2,0,14.0,4.0,3,3,1,1.0,1
9.0,125.71000000000001,0,14.0,3.0,5,1,0,0.0,1
3.0,1208.48,0,14.0,7.0,6,3,0,4.0,3
0.0,128.51,1,11.0,0.0,2,3,1,1.0,3
28.0,266.59,1,8.0,2.0,3,2,0,1.0,1
18.0,126.53999999999999,0,14.0,2.0,4,1,1,0.0,1
4.0,685.72,1,13.0,10.0,2,1,0,4.0,1
14.0,4203.29,0,14.0,9.0,3,4,0,13.0,3
16.0,266.27,1,12.0,0.0,5,1,0,1.0,1
20.0,328.99,0,10.0,9.0,4,5,0,3.0,3
1.0,1381.92,0,22.0,4.0,2,5,1,8.0,1
8.0,671.64,0,7.0,3.0,3,1,0,2.0,3
12.0,292.66,1,15.0,8.0,3,4,0,2.0,1
9.0,120.62,0,13.0,2.0,4,5,1,0.0,1
0.0,135.05,0,16.0,2.0,2,3,1,0.0,1
20.0,301.34,1,22.0,7.0,2,3,0,1.0,1
1.0,297.34,0,24.0,4.0,7,1,1,2.0,1
4.0,435.0,0,36.0,3.0,5,4,0,1.0,3
17.0,846.39,0,11.0,10.0,8,4,0,1.0,3
24.0,328.99,1,11.0,10.0,2,4,0,0.0,2
13.0,246.83999999999997,1,14.0,3.0,1,2,1,2.0,1
19.0,437.6,1,36.0,3.0,6,1,0,2.0,1
17.0,1472.9499999999998,1,33.0,13.0,3,1,0,2.0,3
19.0,205.27,0,24.0,2.0,6,3,0,1.0,1
14.0,351.88,0,23.0,1.0,8,3,0,1.0,1
3.0,1079.28,0,13.0,9.0,2,3,0,4.0,1
3.0,300.64,0,14.0,4.0,8,2,1,2.0,1
11.0,374.8,1,16.0,7.0,1,3,0,1.0,3
11.0,380.04,0,13.0,2.0,6,2,0,1.0,3
4.0,1185.03,0,13.0,7.0,5,1,0,3.0,3
27.0,1450.75,0,25.0,1.0,3,4,0,3.0,2
1.0,296.42,1,16.0,3.0,2,5,1,2.0,1
9.0,120.97,0,9.0,4.0,5,2,1,0.0,1
1.0,271.62,0,16.0,1.0,3,1,1,1.0,3
20.0,625.78,0,11.0,9.0,4,4,0,2.0,3
30.0,328.99,1,8.0,3.0,4,1,0,4.0,1
23.0,459.32,0,14.0,3.0,5,4,0,1.0,1
20.0,2846.6200000000003,1,10.0,10.0,9,4,0,2.0,1
1.0,247.54000000000002,0,14.0,2.0,6,3,1,2.0,1
15.0,950.67,0,7.0,11.0,3,3,0,2.0,2
13.0,328.99,0,32.0,6.0,5,3,0,1.0,1
0.0,131.72,1,15.0,0.0,3,5,1,0.0,1
5.0,133.12,0,11.0,2.0,4,1,1,1.0,1
9.0,114.16,0,16.0,0.0,2,5,1,1.0,1
0.0,1911.45,0,22.0,14.0,2,5,1,15.0,1
26.0,328.99,0,13.0,3.0,4,3,0,0.0,1
5.0,133.12,0,11.0,2.0,4,1,1,1.0,1
7.0,125.85,0,14.0,0.0,1,3,1,1.0,1
14.0,609.64,1,26.0,8.0,10,1,0,4.0,1
6.0,1345.75,0,10.0,4.0,3,5,0,2.0,1
11.0,885.8500000000001,1,14.0,7.0,3,3,1,4.0,3
1.0,296.82,0,9.0,1.0,3,5,1,2.0,1
1.0,670.62,1,20.0,3.0,5,3,0,3.0,3
6.0,374.4,0,7.0,10.0,3,4,0,2.0,1
8.0,124.03999999999999,0,14.0,0.0,2,3,1,1.0,3
4.0,131.4,1,26.0,2.0,2,4,1,0.0,3
1.0,338.4,0,10.0,8.0,3,1,1,2.0,1
3.0,141.15,0,35.0,3.0,9,5,0,1.0,3
15.0,463.0,0,15.0,4.0,4,2,0,1.0,1
18.0,552.99,0,11.0,4.0,11,4,0,2.0,1
10.0,301.42,0,30.0,4.0,6,1,0,1.0,1
8.0,157.62,0,8.0,7.0,3,1,0,1.0,1
1.0,328.99,1,12.0,9.0,3,2,0,1.0,1
0.0,1107.96,1,10.0,4.0,2,1,0,4.0,3
1.0,271.02,0,12.0,1.0,3,1,1,1.0,1
0.0,252.5,0,14.0,2.0,2,3,1,1.0,1
23.0,623.3,1,17.0,3.0,11,5,0,1.0,1
29.0,642.72,1,33.0,5.0,6,4,0,2.0,2
5.0,455.84999999999997,1,9.0,3.0,2,1,1,3.0,1
3.0,300.28,0,35.0,8.0,6,2,1,1.0,1
30.0,156.6,1,6.0,2.0,3,3,0,1.0,1
1.0,380.0,0,9.0,8.0,2,3,0,1.0,3
14.0,181.89,1,15.0,7.0,4,3,0,0.0,3
12.0,375.76,0,19.0,3.0,4,5,0,2.0,1
22.0,828.3499999999999,0,26.0,11.0,2,5,0,5.0,1
1.0,321.56,0,14.0,8.0,2,5,1,1.0,1
9.0,120.9,1,8.0,0.0,7,3,1,0.0,1
7.0,1011.25,0,13.0,8.0,5,1,0,4.0,1
14.0,183.92,0,6.0,7.0,2,5,0,1.0,3
1.0,343.68,0,17.0,3.0,3,1,0,1.0,3
16.0,355.3,0,28.0,3.0,4,3,0,1.0,1
7.0,359.74,0,17.0,10.0,3,3,0,1.0,3
1.0,277.34,1,8.0,2.0,2,2,1,2.0,1
1.0,398.24,0,7.0,8.0,3,5,0,2.0,1
1.0,303.58,0,14.0,1.0,3,4,1,2.0,3
6.0,154.87,0,16.0,9.0,2,3,0,0.0,3
10.0,135.64,1,27.0,7.0,2,5,1,1.0,1
29.0,936.6600000000001,0,21.0,16.0,10,4,0,1.0,1
27.0,601.68,1,10.0,4.0,5,3,0,2.0,1
13.0,385.64,0,16.0,4.0,11,4,0,2.0,1
8.0,136.81,0,31.0,2.0,5,1,0,1.0,1
30.0,1025.6,0,24.0,4.0,7,1,0,3.0,1
11.0,140.28,0,13.0,5.0,1,2,0,1.0,3
3.0,322.92,1,9.0,1.0,4,5,1,1.0,1
6.0,183.8,1,16.0,8.0,1,3,0,0.0,3
5.0,149.98,1,8.0,7.0,5,3,0,1.0,1
1.0,295.58,0,16.0,4.0,3,4,1,1.0,1
18.0,157.69,1,11.0,4.0,2,5,0,0.0,1
10.0,363.46,1,17.0,8.0,3,3,0,2.0,3
11.0,126.1,0,14.0,3.0,2,3,1,0.0,1
0.0,125.52000000000001,0,14.0,0.0,2,5,1,0.0,1
7.0,1030.68,0,16.0,2.0,2,1,0,3.0,1
19.0,3515.04,0,9.0,9.0,11,2,0,10.0,1
27.0,328.99,0,15.0,3.0,7,2,0,1.0,3
0.0,111.02000000000001,0,8.0,0.0,2,2,1,0.0,1
3.0,1359.33,0,11.0,4.0,3,1,0,1.0,3
1.0,278.32,0,17.0,1.0,3,5,1,1.0,1
5.0,319.54,0,9.0,4.0,3,3,1,1.0,1
14.0,380.32,1,15.0,1.0,4,5,0,2.0,1
10.0,1966.41,1,35.0,3.0,2,4,0,5.0,1
19.0,378.68,0,14.0,3.0,6,3,0,1.0,1
1.0,165.49,0,35.0,7.0,2,4,0,0.0,1
6.0,357.92,0,17.0,9.0,3,1,0,2.0,3
0.0,126.93,0,24.0,0.0,2,2,1,1.0,1
0.0,697.84,0,7.0,7.0,2,4,0,1.0,1
18.0,623.72,0,15.0,12.0,2,3,0,0.0,3
19.0,647.18,1,9.0,5.0,7,5,0,2.0,1
23.0,340.0,0,14.0,1.0,10,3,0,2.0,1
0.0,134.08,0,16.0,3.0,8,1,1,0.0,1
12.0,451.26,0,10.0,8.0,1,3,0,3.0,1
16.0,340.46,0,35.0,5.0,2,1,0,1.0,1
8.0,1367.19,0,7.0,9.0,3,2,1,7.0,1
9.0,120.28999999999999,0,32.0,0.0,2,3,1,1.0,1
1.0,298.72,1,21.0,5.0,7,2,1,1.0,1
12.0,924.0,1,9.0,13.0,8,5,0,5.0,1
19.0,319.04,0,36.0,4.0,7,1,1,2.0,1
9.0,351.86,0,9.0,1.0,4,5,0,2.0,1
6.0,551.34,0,12.0,6.0,5,4,0,2.0,1
11.0,124.68,0,14.0,5.0,5,4,1,0.0,1
1.0,295.92,0,28.0,1.0,2,5,1,1.0,1
0.0,129.35,1,22.0,0.0,2,1,1,0.0,1
28.0,638.12,0,12.0,3.0,6,5,0,2.0,1
11.0,364.62,0,32.0,4.0,9,1,0,2.0,1
0.0,134.45,0,14.0,4.0,2,1,1,1.0,1
8.0,959.35,0,9.0,12.0,3,2,0,2.0,1
1.0,298.16,1,31.0,1.0,3,4,1,1.0,1
20.0,1498.25,0,10.0,10.0,5,3,0,2.0,3
0.0,128.86,0,29.0,2.0,2,2,1,1.0,1
8.0,125.59,0,14.0,1.0,2,5,1,0.0,1
6.0,357.92,0,17.0,9.0,3,2,0,1.0,3
11.0,129.91,1,6.0,2.0,1,4,1,1.0,2
11.0,168.93,0,8.0,7.0,4,5,0,0.0,3
19.0,350.12,1,11.0,4.0,6,5,0,1.0,3
13.0,332.16,0,31.0,8.0,9,1,0,1.0,1
9.0,117.9,0,15.0,0.0,2,5,1,1.0,3
7.0,165.38,0,10.0,2.0,10,3,0,0.0,3
12.0,358.1,1,9.0,4.0,4,1,0,1.0,3
13.0,626.28,0,13.0,3.0,6,4,0,1.0,1
13.0,3548.16,1,17.0,11.0,3,5,0,12.0,1
4.0,332.3,0,36.0,4.0,10,5,0,2.0,3
9.0,121.32,1,28.0,1.0,5,3,1,0.0,1
8.0,313.22,1,31.0,1.0,5,3,1,1.0,1
15.0,152.65,0,27.0,2.0,3,3,0,0.0,1
0.0,129.94,1,31.0,1.0,2,2,1,1.0,1
5.0,1675.08,1,14.0,9.0,2,4,0,6.0,3
9.0,328.99,0,32.0,9.0,5,4,0,3.0,1
1.0,297.54,0,28.0,1.0,3,3,1,2.0,1
7.0,766.85,0,27.0,7.0,2,2,0,5.0,3
15.0,1639.77,0,6.0,6.0,2,3,0,6.0,3
9.0,734.0999999999999,1,20.0,8.0,2,5,1,2.0,1
18.0,193.8,1,35.0,2.0,5,1,0,1.0,1
16.0,311.24,0,6.0,2.0,5,2,0,1.0,1
11.0,377.94,1,34.0,4.0,6,3,0,1.0,3
12.0,167.82,0,15.0,3.0,10,4,0,1.0,1
13.0,167.96,1,14.0,3.0,4,3,0,0.0,3
9.0,246.26,1,31.0,2.0,5,4,1,0.0,1
11.0,126.1,0,14.0,3.0,2,3,1,0.0,1
8.0,153.63,0,7.0,0.0,1,1,0,0.0,1
6.0,511.24,0,15.0,10.0,1,1,1,0.0,1
25.0,3299.8900000000003,0,6.0,9.0,1,3,0,1.0,1
6.0,3676.12,1,19.0,15.0,2,5,0,1.0,3
1.0,329.1,0,7.0,4.0,3,5,1,1.0,1
6.0,318.66,0,17.0,4.0,8,3,1,1.0,1
0.0,126.93,0,24.0,0.0,2,1,1,1.0,1
2.0,355.06,0,16.0,8.0,3,2,0,2.0,3
30.0,133.46,1,15.0,0.0,5,4,1,1.0,1
5.0,190.71,1,16.0,2.0,3,1,0,0.0,3
27.0,144.4,1,16.0,4.0,7,5,0,0.0,1
0.0,123.77000000000001,0,14.0,0.0,2,3,1,1.0,1
1.0,1149.33,1,23.0,8.0,3,5,1,1.0,1
0.0,1836.0,0,10.0,8.0,2,2,0,7.0,3
21.0,341.82,1,21.0,3.0,5,3,0,2.0,3
7.0,319.04,0,20.0,3.0,5,1,1,2.0,1
8.0,309.58,0,10.0,1.0,5,1,1,1.0,1
5.0,130.38,0,12.0,4.0,4,3,1,0.0,1
10.0,657.88,0,6.0,3.0,7,4,0,3.0,1
9.0,655.86,0,25.0,3.0,4,2,0,1.0,1
12.0,1060.57,0,15.0,9.0,2,5,0,0.0,1
19.0,611.22,0,32.0,1.0,5,4,0,2.0,1
10.0,426.94,1,16.0,3.0,4,4,0,2.0,1
10.0,139.2,0,6.0,2.0,3,5,1,1.0,1
27.0,205.02,0,6.0,4.0,8,3,0,1.0,1
16.0,271.59,0,20.0,0.0,7,5,0,1.0,1
1.0,300.3,1,19.0,1.0,3,1,1,2.0,1
23.0,291.44,0,10.0,6.0,4,4,0,1.0,1
0.0,431.31000000000006,0,23.0,2.0,2,3,0,0.0,1
7.0,2096.08,0,24.0,1.0,3,3,0,6.0,3
8.0,128.59,0,6.0,4.0,2,3,1,1.0,1
29.0,630.76,0,9.0,1.0,10,5,0,2.0,1
20.0,955.3799999999999,0,8.0,8.0,8,5,1,3.0,2
9.0,328.99,1,16.0,16.0,3,3,0,4.0,1
2.0,316.2,0,15.0,3.0,3,2,1,1.0,1
9.0,1798.2,0,16.0,7.0,2,1,0,8.0,3
5.0,166.67,0,21.0,2.0,6,1,0,0.0,1
13.0,1850.5900000000001,1,12.0,7.0,2,1,0,1.0,2
21.0,2747.29,0,32.0,3.0,4,3,0,2.0,1
26.0,581.1,0,11.0,5.0,4,1,0,1.0,1
9.0,770.5,1,8.0,12.0,10,4,0,4.0,1
11.0,153.43,0,16.0,9.0,2,1,0,0.0,3
5.0,1077.6,0,13.0,8.0,6,2,0,4.0,3
8.0,375.48,0,9.0,5.0,3,2,0,1.0,3
0.0,246.26,1,31.0,2.0,5,4,1,1.0,1
29.0,303.24,0,9.0,5.0,10,1,1,1.0,1
8.0,1762.47,1,7.0,7.0,3,3,0,8.0,3
6.0,151.47,0,8.0,7.0,9,4,0,1.0,3
17.0,2107.21,0,22.0,12.0,3,3,0,5.0,1
9.0,803.84,0,15.0,3.0,5,1,0,0.0,3
25.0,348.72,0,21.0,8.0,6,1,0,2.0,3
7.0,305.98,1,7.0,3.0,5,5,1,1.0,1
22.0,1189.36,0,22.0,7.0,10,5,1,8.0,1
9.0,119.50999999999999,0,10.0,0.0,2,1,1,1.0,1
5.0,297.12,1,18.0,3.0,5,2,1,2.0,1
7.0,197.25,0,6.0,9.0,1,1,0,0.0,3
18.0,123.47999999999999,0,14.0,15.0,9,4,0,1.0,1
13.0,147.28,1,6.0,0.0,4,3,0,0.0,3
10.0,136.29,0,17.0,2.0,5,3,1,0.0,1
15.0,337.86,0,15.0,5.0,7,4,0,2.0,3
